surveyId,hitId,AssignmentId,workerId,CountryCriteria,age,gender,education,occupation,Hispanic,race,Political,zipcode,duration,feelAboutAd,rating,image,zip,City,State Code,city_state,density,State,Region,Division,page_type,relevant
64,39HYCOOPKPY7TYZUHF6T566PCESDMJ,3R5F3LQFV4X0JMNWCFF4DM9M11ZZOZ,AXU91NVCGW9B,Yes,53,Female,associates,employed_teacher,No,white,democrat,60453,200,1,4,Breitbart Page - Liberal Quiz.PNG,60453,Oak Lawn,IL,"Oak Lawn, IL",6723,Illinois,Midwest,East North Central,Political - Conservative,Relevant
32,391JB9X4ZZLF74549WSG9J1FWNMKM0,30OG32W0SWOKQ6WOFD1EDN8ZNLFNEW,AXZBVDVY0VM3V,Yes,47,Male,grad,employed_stem,No,white,lean-republican,92404,983,5,2,Breitbart Page - Wildlife.png,92404,San Bernardino,CA,"San Bernardino, CA",2040,California,West,Pacific,Political - Conservative,Relevant
28,3QREJ3J434AV1MNJ9KR196MQWIWKLY,39O5D9O87V5YP4J013B4ELAQXS1C32,AY52II1OC5RZ1,Yes,55,Male,bachelors,employed_other,No,white,independent,48393,240,2,1,Breitbart Page - Impeach.png,48393,Wixom,MI,"Wixom, MI",1217,Michigan,Midwest,East North Central,Political - Conservative,Relevant
90,31SIZS5W5ASSFNGRR98UR47Y1GGRQQ,3YW4XOSQKSYY1VML0QILKYHZ68F1UU,AY9F1A1ITPF2O,Yes,57,Female,grad,employed_other,No,white,lean-republican,98336,208,3,4,Breitbart Page - NRA.PNG,98336,Glenoma,WA,"Glenoma, WA",14,Washington,West,Pacific,Political - Conservative,Relevant
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,3TY7ZAOG5HXKRAWRATAJ06PRZQ2K06,AYM9V69MSQPZ5,Yes,25,Male,bachelors,employed_stem,No,white,democrat,31061,286,5,4,Breitbart Page - Wildlife.png,31061,Milledgeville,GA,"Milledgeville, GA",185,Georgia,South,South Atlantic,Political - Conservative,Relevant
62,37SDSEDINAFYGEHE7LCFZM4L3C018T,304SM51WA5HJZGC9DIGAB9CK7NFSBI,AYXXMHLZRAPF9,Yes,26,Male,decline,decline,No,decline,lean-democrat,92154,321,2,5,Breitbart Page - NRA.PNG,92154,San Diego,CA,"San Diego, CA",2157,California,West,Pacific,Political - Conservative,Relevant
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,3AQF3RZ55AV4PZQSB7Z3TU7D4WYF6P,AYYSG3O9FNU15,Yes,33,Female,bachelors,employed_other,Yes,other,lean-republican,07840,867,1,1,Breitbart Page - Impeach.png,07840,Hackettstown,NJ,"Hackettstown, NJ",854,New Jersey,Northeast,Middle Atlantic,Political - Conservative,Relevant
52,3DWGDA5POGHWRQDRFENPR0OTEAYV1P,3TAYZSBPLNLPB3CDUPNZAG9GDIAS2Q,AZ62O8KDF3EYR,Yes,30,Male,bachelors,employed_other,Yes,white,democrat,93619,385,4,4,Breitbart Page - Wildlife.png,93619,Clovis,CA,"Clovis, CA",162,California,West,Pacific,Political - Conservative,Relevant
67,39XCQ6V3KZHA0IZ9FTHTIYLB9XF65U,3WT783CTPDU3SZNDGWQAW482LKYBCC,AZ6VY1EDA2WF,Yes,32,Male,bachelors,employed_biz,Yes,african-american,republican,33510,249,4,5,Breitbart Page - Impeach.png,33510,Brandon,FL,"Brandon, FL",3718,Florida,South,South Atlantic,Political - Conservative,Relevant
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3OHYZ19UGEIZIEFO0NZ5WTIDSHTAOC,AZCGSVDT79E6X,Yes,25,Male,some_highschool,unemployed,No,white,democrat,13324,450,3,4,Breitbart Page - Impeach.png,13324,Cold Brook,NY,"Cold Brook, NY",18,New York,Northeast,Middle Atlantic,Political - Conservative,Relevant
79,3LEG2HW4UG0EKE9XY3IZEXVCIMRF25,32Z9ZLUT1NXES1N26T9XDF5H5BJHOS,AZXV3F0LBGP50,Yes,19,Female,some_college,student,No,african-american,democrat,30296,227,4,2,Breitbart Page - Wildlife.png,30296,Riverdale,GA,"Riverdale, GA",2466,Georgia,South,South Atlantic,Political - Conservative,Relevant
37,3K3IX1W4S74FGUTVPL7JW9SEWG3PAM,333U7HK6IBSJFAR34KY2EY9XEPZDJF,A101CCS1C3DVWQ,Yes,41,Female,some_college,employed_other,No,white,lean-democrat,02050,208,3,1,Daily Kos Page - Wallet.png,02050,Marshfield,MA,"Marshfield, MA",875,Massachusetts,Northeast,New England,Political - Liberal,Non-Relevant
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3OWEPKL08BPZHRHES5N87DGI1YI7N1,A10463CXXO00VE,Yes,38,Male,grad,employed_biz,No,white,lean-republican,80920,306,3,3,Daily Kos Page - Wallet.png,80920,Colorado Springs,CO,"Colorado Springs, CO",3051,Colorado,West,Mountain,Political - Liberal,Non-Relevant
44,3TFJJUELSI27H2PN71SY6RA9L9X2CF,36V4Q8R5ZMD35R1TC3HEUP8D1YYMQC,A10BX5AD14TGMB,Yes,22,Male,bachelors,employed_stem,No,white,republican,53151,87,5,5,Daily Kos Page - bp.png,53151,New Berlin,WI,"New Berlin, WI",1802,Wisconsin,Midwest,East North Central,Political - Liberal,Non-Relevant
78,3YD0MU1NC3EQAOPVTZD2WN1TWM07A0,32ZKVD547H0FFZRUN3F93148F80B3V,A10ZGXVKF5UG4A,Yes,27,Male,associates,employed_stem,Yes,white,democrat,67745,158,5,4,Daily Kos Page - bp.png,67745,Mc Donald,KS,"Mc Donald, KS",1,Kansas,Midwest,West North Central,Political - Liberal,Non-Relevant
31,3PZDSVZ3J6U0BK1105K0FH1J4R6N4D,3OONKJ5DKEW41OKG61Z1R42JAY0OB5,A11318F9PB5FFY,Yes,30,Male,bachelors,employed_other,Yes,asian,democrat,99524,549,5,2,Daily Kos Page - Adidas.png,99524,Anchorage,AK,NA,NA,Alaska,West,Pacific,Political - Liberal,Non-Relevant
43,3SCKNODZ0YTXU7JK23I7ITLTVTX7NI,358010RM5G664BWEC9DXBTNJPUNXVR,A11Q0SPI53J9DC,Yes,35,Male,some_college,employed_other,Yes,other,democrat,78207,260,2,1,Daily Kos Page - Fasion.png,78207,San Antonio,TX,"San Antonio, TX",7644,Texas,South,West South Central,Political - Liberal,Non-Relevant
76,3I7SHAD35N9RCPYKQ2375EWTQ3PM7Z,3U4J9857OGOXGISHPFIZGIGOKA2B7G,A121T4P5NKCHCS,Yes,58,Male,some_college,employed_biz,No,white,republican,95864,319,2,4,Daily Kos Page - bp.png,95864,Sacramento,CA,"Sacramento, CA",3499,California,West,Pacific,Political - Liberal,Non-Relevant
87,3VEI3XUCZSA7FBFCRWT5RZHOWKURPZ,33UKMF931BXKA2J524CLL8ESFEQTTX,A12NNK9ZEXT9WK,Yes,38,Female,bachelors,employed_other,No,white,democrat,80922,369,2,1,Daily Kos Page - Fasion.png,80922,Colorado Springs,CO,"Colorado Springs, CO",4448,Colorado,West,Mountain,Political - Liberal,Non-Relevant
88,3MXX6RQ9EWI0E5DEGKXSJ66E46AP4E,3SUWZRL0M0QCJLQWGWFXBCMDSW4E6T,A12V2IEWROX7ZQ,Yes,27,Female,grad,employed_biz,No,white,democrat,29418,742,5,4,Daily Kos Page - bp.png,29418,North Charleston,SC,"North Charleston, SC",1746,South Carolina,South,South Atlantic,Political - Liberal,Non-Relevant
73,3MD8CKRQZ00BT0CEWJOLU3VCNLOJRR,3QIYRE09Y5UL652C3P6Z63P5YDPN1T,A1310ESSXZSFMQ,Yes,51,Female,some_college,employed_other,No,white,democrat,78660,347,2,4,Daily Kos Page - Adidas.png,78660,Pflugerville,TX,"Pflugerville, TX",1519,Texas,South,West South Central,Political - Liberal,Non-Relevant
88,3MXX6RQ9EWI0E5DEGKXSJ66E46AP4E,308XBLVESKH7Y1CWYTG5LZ7OLMBBRU,A1358QFQ0972QH,Yes,28,Female,bachelors,unemployed,Yes,native,lean-republican,60478,252,2,2,Daily Kos Page - bp.png,60478,Country Club Hills,IL,"Country Club Hills, IL",3240,Illinois,Midwest,East North Central,Political - Liberal,Non-Relevant
33,3D3B8GE89341BBJQXFTJ0EHUQYLP97,3180JW2OT6POBXCAPEGJGML51815JZ,A13QHXMU0OMNAY,Yes,29,Female,bachelors,employed_biz,No,white,democrat,33102,795,4,4,Daily Kos Page - bp.png,33102,Miami,FL,NA,NA,Florida,South,South Atlantic,Political - Liberal,Non-Relevant
33,3D3B8GE89341BBJQXFTJ0EHUQYLP97,3QFUFYSY90SQACMESJ6OWWNZ85PF41,A13U5OK3GJ10KC,Yes,48,Male,bachelors,employed_biz,No,white,republican,55076,208,1,2,Daily Kos Page - bp.png,55076,Inver Grove Heights,MN,"Inver Grove Heights, MN",2341,Minnesota,Midwest,West North Central,Political - Liberal,Non-Relevant
85,3X55NP42EPTFW9UAG6S991E8Q6EP3T,3ND9UOO81MFOJ6FUO0F5M1BAPUQWLP,A13Z62W21GNTFB,Yes,30,Female,bachelors,employed_stem,Yes,asian,republican,32004,525,3,2,Daily Kos Page - Fasion.png,32004,Ponte Vedra Beach,FL,NA,NA,Florida,South,South Atlantic,Political - Liberal,Non-Relevant
29,3TX9T2ZCBAE61BY4DZ1D5WRJYYDWZP,3X65QVEQI20F589P79F4A747XESCLG,A14GHIGOJYGGEE,Yes,32,Male,bachelors,employed_biz,Yes,native,democrat,01139,2591,4,2,Daily Kos Page - Adidas.png,01139,Springfield,MA,NA,NA,Massachusetts,Northeast,New England,Political - Liberal,Non-Relevant
86,3UV0D2KX1NWONSOK2H1N7CSA20NF41,3ZY8KE4ISLGMVEV2QVI5HLRQSS6VQ0,A14M4TA8GBR6LM,Yes,60,Female,some_college,employed_biz,No,white,democrat,03810,169,4,1,Daily Kos Page - Adidas.png,03810,Alton Bay,NH,"Alton Bay, NH",67,New Hampshire,Northeast,New England,Political - Liberal,Non-Relevant
41,3GL25Y68447LR44B8F75ZD9HSW1XM2,3GNCZX450K0H3ERPFNCKLTN32LDPAU,A14RN18WKWWP7W,Yes,19,Male,highschool,unemployed,No,white,democrat,40475,117,2,2,Daily Kos Page - bp.png,40475,Richmond,KY,"Richmond, KY",204,Kentucky,South,East South Central,Political - Liberal,Non-Relevant
84,3538U0YQ1G735W5G23W4X704O0RF3G,333U7HK6IBSJFAR34KY2EY9XEQLDJ3,A14VE6G1JFUQQG,Yes,70,Male,grad,employed_stem,No,white,lean-republican,27560,391,1,3,Daily Kos Page - bp.png,27560,Morrisville,NC,"Morrisville, NC",776,North Carolina,South,South Atlantic,Political - Liberal,Non-Relevant
76,3I7SHAD35N9RCPYKQ2375EWTQ3PM7Z,3L4D84MIL150RQW5QGHS5JOV6I6JHA,A14WLAP6TCEKO0,Yes,35,Male,bachelors,employed_stem,No,african-american,democrat,60628,190,2,4,Daily Kos Page - bp.png,60628,Chicago,IL,"Chicago, IL",6612,Illinois,Midwest,East North Central,Political - Liberal,Non-Relevant
78,3YD0MU1NC3EQAOPVTZD2WN1TWM07A0,3X31TUMD7ZZVI5ZRRCQKTBLGTIG1LW,A15340BRCER2UO,Yes,50,Male,grad,employed_biz,No,white,independent,45069,545,1,3,Daily Kos Page - bp.png,45069,West Chester,OH,"West Chester, OH",1725,Ohio,Midwest,East North Central,Political - Liberal,Non-Relevant
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3NKQQ8O390ISTQ2XGJ2GL0I8V5CUD7,A154J6S2Z9BOKF,Yes,35,Female,associates,student,No,white,lean-republican,72450,405,1,5,Daily Kos Page - Wallet.png,72450,Paragould,AR,"Paragould, AR",126,Arkansas,South,West South Central,Political - Liberal,Non-Relevant
64,39HYCOOPKPY7TYZUHF6T566PCESDMJ,3C5W7UE9CH3NEO25YHC6OX46Y1QXMP,A15UQR1BGDXBGH,Yes,30,Female,some_college,unemployed,No,white,republican,72904,122,2,3,Daily Kos Page - bp.png,72904,Fort Smith,AR,"Fort Smith, AR",1669,Arkansas,South,West South Central,Political - Liberal,Non-Relevant
70,3HYV4299H19X0FBQJ97U66NFSL48EJ,3DOCMVPBTPROKC918C4X3A281ETNN0,A16008I8W1IAWG,Yes,51,Other,some_college,employed_other,No,white,republican,33950,455,2,1,Daily Kos Page - Wallet.png,33950,Punta Gorda,FL,"Punta Gorda, FL",923,Florida,South,South Atlantic,Political - Liberal,Non-Relevant
31,3PZDSVZ3J6U0BK1105K0FH1J4R6N4D,3GNA64GUZGH5XKGNK40SDNXRF3T5QQ,A16KEXQ41TFLJ6,Yes,34,Male,bachelors,student,No,white,republican,99514,289,1,1,Daily Kos Page - Adidas.png,99514,Anchorage,AK,NA,NA,Alaska,West,Pacific,Political - Liberal,Non-Relevant
79,3LEG2HW4UG0EKE9XY3IZEXVCIMRF25,33SA9F9TRZ7AD0527ES196LQGYZWEE,A16MSOHBGQO0FG,Yes,32,Female,grad,employed_other,No,white,democrat,64105,212,1,1,Daily Kos Page - bp.png,64105,Kansas City,MO,"Kansas City, MO",4655,Missouri,Midwest,West North Central,Political - Liberal,Non-Relevant
75,3UOMW19E6EJZGZ8APKUW4YDL5JQC5S,3VFJCI1K41C3PIK7EF8JMAYL1ZLGRY,A16QX57W3GNHNZ,Yes,25,Male,bachelors,employed_stem,No,white,democrat,48888,170,3,5,Daily Kos Page - Fasion.png,48888,Stanton,MI,"Stanton, MI",72,Michigan,Midwest,East North Central,Political - Liberal,Non-Relevant
78,3YD0MU1NC3EQAOPVTZD2WN1TWM07A0,3I7DHKZYGPD86VQE6OPY1OTD824F5S,A16SOGCI9GXDOS,Yes,28,Female,grad,employed_biz,No,white,democrat,75766,207,4,5,Daily Kos Page - bp.png,75766,Jacksonville,TX,"Jacksonville, TX",86,Texas,South,West South Central,Political - Liberal,Non-Relevant
43,3SCKNODZ0YTXU7JK23I7ITLTVTX7NI,3JMSRU9HQK7XYB5XH4N5N42C9OCEVZ,A173A97OFDAX9F,Yes,34,Female,some_college,employed_other,No,white,democrat,02140,220,3,2,Daily Kos Page - Fasion.png,02140,Cambridge,MA,"Cambridge, MA",15262,Massachusetts,Northeast,New England,Political - Liberal,Non-Relevant
50,3YCT0L9OMNMJD53CQ6GIDKHPI79SNP,3TGOYF991ZZEASDJ2ES5V0MWH5XUU7,A1755V6LGU4WFX,Yes,31,Female,bachelors,employed_biz,No,asian,lean-democrat,10301,364,1,2,Daily Kos Page - Wallet.png,10301,Staten Island,NY,"Staten Island, NY",10852,New York,Northeast,Middle Atlantic,Political - Liberal,Non-Relevant
65,33BFF6QPI2O5GIRBSS641VM4J3H3W2,384PI804XUEIFT9ZF2JLRSG1GJNS01,A175RKEJGJU5K7,Yes,23,Female,some_college,student,No,white,democrat,07747,63,3,4,Daily Kos Page - Wallet.png,07747,Matawan,NJ,"Matawan, NJ",2446,New Jersey,Northeast,Middle Atlantic,Political - Liberal,Non-Relevant
76,3I7SHAD35N9RCPYKQ2375EWTQ3PM7Z,3MB8LZR5BH6XO6LDZMW2YQHF2OUKLW,A17FDM5CXENC1O,Yes,29,Male,associates,employed_other,No,white,independent,60115,281,2,4,Daily Kos Page - bp.png,60115,Dekalb,IL,"Dekalb, IL",573,Illinois,Midwest,East North Central,Political - Liberal,Non-Relevant
89,3M7OI89LVZ1VZ38OU341W4RL1E1C68,30LB5CDZNENFG5VDAUDTNLD43ZWZ0O,A17OEHOV2NNSOH,Yes,56,Female,highschool,unemployed,No,african-american,other-party,77028,136,3,2,Daily Kos Page - Wallet.png,77028,Houston,TX,"Houston, TX",1833,Texas,South,West South Central,Political - Liberal,Non-Relevant
42,3K3G488TR3L3A0ITU2VRO3229YOQ58,3YWRV122CUCGCV66ZBR0Z847KEBU8X,A17Y8Z3QQIF9J4,Yes,61,Female,associates,unemployed,No,white,democrat,37312,1570,4,4,Daily Kos Page - Adidas.png,37312,Cleveland,TN,"Cleveland, TN",518,Tennessee,South,East South Central,Political - Liberal,Non-Relevant
61,3PGQRAZX03XDP47QX8PTU0FWMRFYSN,3ZGVPD4G6VUGWES48W137WF909FZTK,A182N7RLXGSCZG,Yes,33,Male,bachelors,employed_stem,No,asian,democrat,11373,116,4,2,Daily Kos Page - bp.png,11373,Elmhurst,NY,"Elmhurst, NY",66007,New York,Northeast,Middle Atlantic,Political - Liberal,Non-Relevant
33,3D3B8GE89341BBJQXFTJ0EHUQYLP97,3CFJTT4SXV373Q6NVPAG25K1FZ7I7F,A18E8Y0XOXV24T,Yes,32,Female,associates,employed_other,No,african-american,unsure,75052,304,2,1,Daily Kos Page - bp.png,75052,Grand Prairie,TX,"Grand Prairie, TX",3402,Texas,South,West South Central,Political - Liberal,Non-Relevant
30,39WICJI5AU59ADWG3FQB0ZGM05IZ3L,3KWTYT0872GU6N0ASZSWW1YX5X65L1,A18WFPSLFV4FKY,Yes,26,Male,bachelors,employed_stem,Yes,white,democrat,92105,3713,4,4,Daily Kos Page - Fasion.png,92105,San Diego,CA,"San Diego, CA",12534,California,West,Pacific,Political - Liberal,Non-Relevant
48,3EAWOID6MUAWK1S9JVJPDV5J9ISV0M,3S06PH7KSTHCKTBZEVSWAYDBK851D5,A19AGK07RP4KT4,Yes,35,Male,some_college,unemployed,No,other,republican,76550,324,3,2,Daily Kos Page - Wallet.png,76550,Lampasas,TX,"Lampasas, TX",22,Texas,South,West South Central,Political - Liberal,Non-Relevant
68,3TZDZ3Y0JTJYUJ0OCDITZIZWNII19I,30BXRYBRP6AMXAW4XF07U9I38EGHW4,A19DFNNYQPC35N,Yes,26,Female,highschool,unemployed,No,white,democrat,55069,405,1,1,Daily Kos Page - Adidas.png,55069,Rush City,MN,"Rush City, MN",75,Minnesota,Midwest,West North Central,Political - Liberal,Non-Relevant
38,3AC6MFV69LVO4L3FI0FD4THWJA0HZA,33FBRBDW6QCKQ1P6DK6052I1DETC8U,A19DYGQUQX6FWQ,Yes,32,Male,grad,employed_other,No,asian,republican,62500,2115,5,5,Daily Kos Page - Wallet.png,NA,NA,NA,NA,NA,NA,NA,NA,Political - Liberal,Non-Relevant
60,3H5TOKO3DAWS4ZV91OYJD6FX91K64P,3OWEPKL08BPZHRHES5N87DGI1ZG7N1,A19FK7GYFAQ7G9,Yes,52,Female,some_college,employed_other,No,white,democrat,64055,333,3,1,Daily Kos Page - Fasion.png,64055,Independence,MO,"Independence, MO",2768,Missouri,Midwest,West North Central,Political - Liberal,Non-Relevant
69,3HXK2V1N4LSKYE5S9NOHWIVOJ1RG25,36V4Q8R5ZMD35R1TC3HEUP8D1Z5MQL,A19GKAE000PR90,Yes,23,Male,highschool,employed_other,No,white,independent,36301,344,2,1,Daily Kos Page - Wallet.png,36301,Dothan,AL,"Dothan, AL",401,Alabama,South,East South Central,Political - Liberal,Non-Relevant
51,3I01FDIL6NLHMUV17XN9QXSR6992DF,3A1COHJ8NL8B790MZCK1GTFHQ63H8D,A19H91HUNQNR54,Yes,34,Male,bachelors,employed_biz,No,white,lean-democrat,75040,196,1,4,Daily Kos Page - bp.png,75040,Garland,TX,"Garland, TX",3795,Texas,South,West South Central,Political - Liberal,Non-Relevant
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,33C7UALJVNB03YF8XNHGO6ZA9IZ81Z,A19HZSTGHKG7CI,Yes,24,Male,bachelors,student,Yes,hawaiian,lean-democrat,78705,100,3,2,Daily Kos Page - Wallet.png,78705,Austin,TX,"Austin, TX",14272,Texas,South,West South Central,Political - Liberal,Non-Relevant
83,3M93N4X8HL0NUFCRB8OQKD089N7JSF,3FFJ6VRIL31TLF63AQP7NQAE7MN0IL,A19JXVLX01XKE6,Yes,21,Male,highschool,decline,No,african-american,democrat,32306,463,1,1,Daily Kos Page - Wallet.png,32306,Tallahassee,FL,NA,NA,Florida,South,South Atlantic,Political - Liberal,Non-Relevant
75,3UOMW19E6EJZGZ8APKUW4YDL5JQC5S,3OJSZ2ATDU9VR2B8O5RMDWGWAEP75K,A19ZA4GG7S0BKI,Yes,32,Male,bachelors,employed_other,Yes,white,republican,76028,195,5,2,Daily Kos Page - Fasion.png,76028,Burleson,TX,"Burleson, TX",774,Texas,South,West South Central,Political - Liberal,Non-Relevant
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3Z4XG4ZF4A48TZ014G2NJF3BEWYX8Y,A1A1SQ8ZU2MUEK,Yes,31,Male,some_college,employed_other,No,white,democrat,46342,153,2,1,Daily Kos Page - Wallet.png,46342,Hobart,IN,"Hobart, IN",887,Indiana,Midwest,East North Central,Political - Liberal,Non-Relevant
78,3YD0MU1NC3EQAOPVTZD2WN1TWM07A0,3QEMNNSB2ZCQVFQ13B95B84ONVCD7N,A1A6CKKP07QJJL,Yes,38,Female,associates,employed_biz,No,white,independent,29483,416,4,5,Daily Kos Page - bp.png,29483,Summerville,SC,"Summerville, SC",493,South Carolina,South,South Atlantic,Political - Liberal,Non-Relevant
30,39WICJI5AU59ADWG3FQB0ZGM05IZ3L,31T4R4OBOUTGQNKN3FEUR2M62UNC77,A1AJUHVUBA8BY0,Yes,65,Male,associates,decline,No,white,lean-democrat,48858,432,3,1,Daily Kos Page - Fasion.png,48858,Mount Pleasant,MI,"Mount Pleasant, MI",289,Michigan,Midwest,East North Central,Political - Liberal,Non-Relevant
53,39KMGHJ4R0NGR0RTGYV0S2FTFMG000,3M0BCWMB8X9C6XTIXNQB8YF5D01BW6,A1ANSFI5L7SUUH,Yes,29,Female,some_college,employed_stem,Yes,white,independent,33170,197,3,3,Daily Kos Page - Fasion.png,33170,Miami,FL,"Miami, FL",930,Florida,South,South Atlantic,Political - Liberal,Non-Relevant
38,3AC6MFV69LVO4L3FI0FD4THWJA0HZA,3JMSRU9HQK7XYB5XH4N5N42C9OAEVX,A1AWR7C38PW42P,Yes,24,Male,bachelors,employed_stem,Yes,asian,republican,73301,1369,4,4,Daily Kos Page - Wallet.png,73301,Austin,TX,NA,NA,Texas,South,West South Central,Political - Liberal,Non-Relevant
65,33BFF6QPI2O5GIRBSS641VM4J3H3W2,37W3JXSD68L8J5MT7F4VG9D6YA7WYW,A1B2KWQ8W1W7RU,Yes,25,Male,some_college,employed_other,No,african-american,independent,13224,230,3,1,Daily Kos Page - Wallet.png,13224,Syracuse,NY,"Syracuse, NY",2984,New York,Northeast,Middle Atlantic,Political - Liberal,Non-Relevant
32,391JB9X4ZZLF74549WSG9J1FWNMKM0,3MHW492WW2QVAZXAY2BO0C7LIQYMVR,A1B3XMTSAYWBT6,Yes,35,Male,grad,employed_biz,Yes,white,democrat,70010,1902,5,2,Daily Kos Page - Fasion.png,70010,Metairie,LA,NA,NA,Louisiana,South,West South Central,Political - Liberal,Non-Relevant
75,3UOMW19E6EJZGZ8APKUW4YDL5JQC5S,3YDGXNSEO17HVXCRK50IM46DL1T48Q,A1B58LQOBZ3ZCB,Yes,34,Male,bachelors,employed_stem,No,white,independent,32503,416,1,1,Daily Kos Page - Fasion.png,32503,Pensacola,FL,"Pensacola, FL",2602,Florida,South,South Atlantic,Political - Liberal,Non-Relevant
47,3MJ9GGZYO4JJONSPNNW70WKLL6CA2L,3COPXFW7XDPNFR0BREP9F7QZ7X7PK9,A1BB6H5STZAMMO,Yes,52,Male,bachelors,employed_biz,Yes,white,democrat,48348,374,2,4,Daily Kos Page - Adidas.png,48348,Clarkston,MI,"Clarkston, MI",706,Michigan,Midwest,East North Central,Political - Liberal,Non-Relevant
54,33IXYHIZB6VME0913SYTWFAC6LA2E8,3KMS4QQVK43BOEBHDBT43DCV5RUKFB,A1C4BRJNLJJ70H,Yes,35,Male,bachelors,unemployed,No,white,democrat,50401,286,1,1,Daily Kos Page - Fasion.png,50401,Mason City,IA,"Mason City, IA",200,Iowa,Midwest,West North Central,Political - Liberal,Non-Relevant
27,3RWB1RTQDK01X60GSNN50IMJ6S3P8I,340UGXU9D0EEN72J742ARMOFVC0UVQ,A1C5TWMUMBW0RX,Yes,26,Female,associates,student,No,white,lean-democrat,43920,152,2,2,Daily Kos Page - Wallet.png,43920,East Liverpool,OH,"East Liverpool, OH",522,Ohio,Midwest,East North Central,Political - Liberal,Non-Relevant
44,3TFJJUELSI27H2PN71SY6RA9L9X2CF,3Z7VU45IP0UFNUGV6DHT1QWE8QF1Z4,A1C8FN01981A69,Yes,38,Male,grad,employed_other,No,white,lean-democrat,65806,180,2,1,Daily Kos Page - bp.png,65806,Springfield,MO,"Springfield, MO",5106,Missouri,Midwest,West North Central,Political - Liberal,Non-Relevant
54,33IXYHIZB6VME0913SYTWFAC6LA2E8,3U84XHCDIEQWFTDETV0VZO3HKAOZ4E,A1C9ZHH1PV21PG,Yes,25,Female,some_college,student,Yes,white,democrat,59801,752,4,3,Daily Kos Page - Fasion.png,59801,Missoula,MT,"Missoula, MT",4548,Montana,West,Mountain,Political - Liberal,Non-Relevant
83,3M93N4X8HL0NUFCRB8OQKD089N7JSF,3OJSZ2ATDU9VR2B8O5RMDWGWAEZ57S,A1CA8B867KYEU2,Yes,38,Female,some_college,employed_other,Yes,other,democrat,91364,693,4,1,Daily Kos Page - Wallet.png,91364,Woodland Hills,CA,"Woodland Hills, CA",3405,California,West,Pacific,Political - Liberal,Non-Relevant
65,33BFF6QPI2O5GIRBSS641VM4J3H3W2,3RANCT1ZVHUZET4D2NBAQAU8SK4BUL,A1CQVBFOQXQFBV,Yes,38,Female,grad,student,No,white,lean-democrat,29036,265,4,3,Daily Kos Page - Wallet.png,29036,Chapin,SC,"Chapin, SC",354,South Carolina,South,South Atlantic,Political - Liberal,Non-Relevant
83,3M93N4X8HL0NUFCRB8OQKD089N7JSF,34T446B1C2R28CK3IGTLCNCJUGY0CC,A1D48NEMX364ME,Yes,67,Female,grad,unemployed,No,white,democrat,76936,306,2,2,Daily Kos Page - Wallet.png,76936,Eldorado,TX,"Eldorado, TX",3,Texas,South,West South Central,Political - Liberal,Non-Relevant
31,3PZDSVZ3J6U0BK1105K0FH1J4R6N4D,378XPAWRUEQPMS4L2SM0CWMRG7DIA6,A1DCKRRPA4AWVD,Yes,56,Female,bachelors,employed_stem,No,white,lean-democrat,19104,311,1,1,Daily Kos Page - Adidas.png,19104,Philadelphia,PA,"Philadelphia, PA",17232,Pennsylvania,Northeast,Middle Atlantic,Political - Liberal,Non-Relevant
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3C44YUNSI32F1LU1ZX3MBUV9NOKPD6,A1DT035EA3WOLG,Yes,39,Male,bachelors,employed_other,No,asian,unsure,30044,445,3,2,Daily Kos Page - Wallet.png,30044,Lawrenceville,GA,"Lawrenceville, GA",3255,Georgia,South,South Atlantic,Political - Liberal,Non-Relevant
89,3M7OI89LVZ1VZ38OU341W4RL1E1C68,3LWJHTCVCEZXZH9CQGD1ZZO44XMFQY,A1EXCCON1YAIGH,Yes,25,Female,bachelors,employed_biz,No,white,unsure,08075,148,1,1,Daily Kos Page - Wallet.png,08075,Riverside,NJ,"Riverside, NJ",2918,New Jersey,Northeast,Middle Atlantic,Political - Liberal,Non-Relevant
52,3DWGDA5POGHWRQDRFENPR0OTEAYV1P,33F859I568QU97YT2O4B7V5IYCOBH6,A1EYO4BWGW0MZ9,Yes,22,Female,bachelors,unemployed,No,white,democrat,11557,137,1,1,Daily Kos Page - Fasion.png,11557,Hewlett,NY,"Hewlett, NY",3870,New York,Northeast,Middle Atlantic,Political - Liberal,Non-Relevant
35,3J6BHNX0UA5LPMQ4LX7GMYQF1DWKN0,3A1COHJ8NL8B790MZCK1GTFHQ6YH88,A1FL53VTH8JPSS,Yes,33,Male,bachelors,employed_biz,Yes,native,democrat,01200,1135,4,2,Daily Kos Page - Adidas.png,NA,NA,NA,NA,NA,NA,NA,NA,Political - Liberal,Non-Relevant
